index,MJ_2005,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,MJ_biocyc,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
697,MJ0637,chorismate mutase / prephenate dehydrogenase,567914,567099,5.4.99.5]  [EC 1.3.1.12, , ,MJ_RS03370,prephenate dehydratase,pheA,567093,567911,"opposite strand, bifunctional in 2005, pheA does not corresponds to EC 5.4.99.5 nor EC 1.3.1.12",P, 
704,MJ0644,similar to S-adenosylmethionine2-demethylmenaquinone methyltransferase (MENG) >> family with C-AF0861/MTH888,573517,574140, , , ,MJ_RS03405,RraA family protein, ,573550,574140,different biological function,P, 
721,MJ0660,hypothetical RNA methyltransferase >> family with RPH00056/MTH1263/AF0280,586368,586138, , , ,MJ_RS03480,TRAM domain-containing protein, ,586132,586365,"opposite strand, important variation in annotations",P, 
724,MJ0663,similar to acetolactate synthase large subunit >> family with MJ0277,587753,589234,4.1.3.18, , ,MJ_RS03495,thiamine pyrophosphate-binding protein, ,587780,589234,"same molecular functions (magnesium ion binding, thiamine pyrphosphate binding), different catalytic activity",P, 
728,MJ0667,thymidine phosphorylase,592705,594213,2.4.2.4, , ,MJ_RS03515,AMP phosphorylase, ,592702,594213,"same catalytic activity, different substrate",P, 
732,MJ0671,riboflavin-specific deaminase,597632,596967,3.5.4.-, , ,MJ_RS03535,"2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase", ,596961,597623,"opposite strand, same biological process, different catalytic activity",P, 
738,MJ0677,"ethylene-inducible protein homolog, belongs to the YFL059W/YAAD/HI1647 family >> family with AF0508/PH1355/MTH666",604192,603203, , , ,MJ_RS03565,pyridoxal 5'-phosphate synthase lyase subunit PdxS,pdxS,603197,604189,"opposite strand, important variation in annotations",P, 
788,MJ0713,hydrogenase accessory protein,648355,646085, , , ,MJ_RS03810,carbamoyltransferase HypF,hypF,646079,648352,"opposite strand, important variation in annotations",P, 
795,MJ0720,isocitrate dehydrogenase (NADP) >> family with MJ1596,654930,653932,1.1.1.42, , ,MJ_RS03845,3-isopropylmalate dehydrogenase, ,653926,654927,"opposite strand, same catalytic activity (dehydrogenase), different substrate, EC 1.1.1.42 does not correspond to the annotation in biocyc",P, 
802,MJ0727,coenzyme F420 hydrogenase alpha subunit,660531,659638,1.12.99.1, , ,MJ_RS03880,nickel-dependent hydrogenase large subunit, ,659632,660528,"opposite strand, EC number has changed to EC 1.12.98.1, same catatlytic activity (hydrogenase), ""nickel cation binding"" in both annotations, difference in subunit info",P, 
805,MJ0730,similar to DNA/pantothenate metabolism flavoprotein >> family with AF1518/MTH697/MTH1379/MJ0208/AF1645,663607,663050, , , ,MJ_RS03895,archaeoflavoprotein AfpA,afpA,663044,663604,"opposite strand, different catalytic activity, different substrate",P, 
862,MJ0784,"H2-forming N5,N10-methylene-tetrahydromethanopterin dehydrogenase >> family with MJ1338/MJ0715",707018,708091,1.5.99.9, , ,MJ_RS04180,"5,10-methenyltetrahydromethanopterin hydrogenase",hmd,707015,708091,"EC number has changed to EC 1.5.98.1, same catalytic activity (oxidoreductase), different substrate, EC 1.5.98.1 does not correspond to hmd",P, 
869,MJ0790,"hypothetical protein, putative NADHuniquinone oxidoreductase >> family with MTH1252",713012,713698, , , ,MJ_RS04215,metal-dependent hydrolase, ,713009,713698,different catalytic activity,P, 
954,MJ0860,bifunctional short chain isoprenyl diphosphate synthase / geranyltranstransferase,783844,782864,2.5.1.1]  [EC 2.5.1.10, , ,MJ_RS04610,polyprenyl synthetase family protein, ,782858,783811,"opposite strand, bifunctional in 2005, same catalytic activity (transferase), important variation in annotations",P, 
1012,MJ0913,pantothenate metabolism flavoprotein (dfp),845792,844584, , , ,MJ_RS04890,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,coaBC,844578,845774,"opposite strand, ""phosphopantothenoylcysteine decarboxylase"" in both annotations, bifunctional in biocyc, important variation in annotations",P, 
1018,MJ0917,similar to inositol monophosphatase >> family with MJ0109,847961,849673, , , ,MJ_RS04915,bifunctional NADP phosphatase/NAD kinase, ,847958,849673,"important variation in annotations, ""hydrolase activity"" in both annotations, bifunctional protein in biocyc, annotation in biocyc more informational -> https//www.uniprot.org/uniprot/Q58327",P, 
1071,MJ0960,transaldolase,892437,891787,2.2.1.2, , ,MJ_RS05175,fructose-6-phosphate aldolase,fsa,891781,892434,"opposite strand, important variation in annotations, EC 2.2.1.2 does not correspond to fsa",P, 
1074,MJ0963,N-methylhydantoinase B (ATP-hydrolyzing),897002,895314,3.5.2.14, , ,MJ_RS05190,hydantoinase B/oxoprolinase family protein, ,895308,896999,"opposite strand, important variation in annotations",P, 
1075,MJ0964,N-methylhydantoinase,899057,897018, , , ,MJ_RS05195,hydantoinase/oxoprolinase family protein, ,897012,899054,"opposite strand, important variation in annotations",P, 
1079,MJ0968,similar to C-terminal of copper transporting P type ATPase >> family with MTH1493,901998,902816, , , ,MJ_RS05215,HAD family hydrolase, ,901995,902816,different catalytic activity,P, 
1099,MJ0988,putative exopolyphosphatase >> family with PH0534/MJ1633/PH0279/AF2029/MTH1422,918363,919349, , , ,MJ_RS05315,bifunctional oligoribonuclease/PAP phosphatase NrnA, ,918360,919349,important variation in annotations,P, 
1140,MJ1027,"formate hydrogenlyase, subunit 5 >> family with MJ0515",958371,959492, , , ,MJ_RS05515,nickel-dependent hydrogenase large subunit, ,958368,959492,"same catalytic activity (oxidoreductase), ""4Fe-4S cluster"" in both annotations, importatnt variation in annotations",P, 
1143,MJ1030,glycerol-3-phosphate cytidyltransferase,962494,962934,2.7.7.39, , ,MJ_RS05530,phosphopantetheine adenylyltransferase,coaD,962491,962934,"same catalytic activity (nucleotidyltransferase), different substrate, EC 2.7.7.39 does not correspond to coaD",P, 
1165,MJ1051,nodulation factor production protein >> family with MJ1058,989490,987952, , , ,MJ_RS05635,carbamoyltransferase, ,987946,989487,"opposite strand, important variation in annotations",P, 
1175,MJ1058,nodulation factor production protein >> family with MJ1051,997396,999222, , , ,MJ_RS05675,carbamoyltransferase, ,997392,999221,important variation in annotations,P, 
1179,MJ1062,spore coat polysaccharide biosynthesis protein G,1004535,1003084, , , ,MJ_RS05695,"UDP-2,4-diacetamido-2,4, 6-trideoxy-beta-L-altropyranose hydrolase",pseG,1003077,1004531,"opposite strand, important variation in annotations",P, 
1183,MJ1066,spore coat polysaccharide biosynthesis protein SPSC /pleiotropic regulatory protein DegT/DnrJ/EryC1 family >> family with MT1188/MT0334,1008090,1006933, , , ,MJ_RS05715,"UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",pseC,1006926,1008086,"opposite strand, important variation in annotations",P, 
1250,MJ1130,"Bifunctional enzyme N-terminal is O-sialoglycoprotein endopeptidase, C-terminal is similar to protein kinase",1072010,1070394,3.4.24.5, , ,MJ_RS06035,bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase, ,1070386,1071993,"opposite strand, EC number has chanded to EC 3.4.25.1, bifunctional enzyme in both annotations, important variation in annotations",P, 
1256,MJ1136,similar to oxygen-independent coproporphyrinogen III oxidase # hypothetical protein [Lpg22p] >> family with MJ0486,1076267,1077877, , , ,MJ_RS06065,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3, ,1076262,1077875,important variation in annotations,P, 
1267,MJ1146,glyceraldehyde 3-phosphate dehydrogenase,1086336,1085308,1.2.1.12, , ,MJ_RS06120,type II glyceraldehyde-3-phosphate dehydrogenase,gap,1085300,1086331,"opposite strand, same catalytic activity (oxidoreductase), same substrate, different ligand (2005 -> NAD, biocyc -> NADP), EC 1.2.1.12 does not correspond to gap",P, 
1290,MJ1165,"tungsten formylmethanofuran dehydrogenase, subunit E",1106289,1106726,1.2.99.5, , ,MJ_RS06230,4Fe-4S binding protein, ,1106284,1106724,"EC number has changed to EC 1.2.7.12, important variation in annotations, 2005 -> ""2Fe-2S cluster"", biocyc -> ""4Fe-4S cluster"", no subunit info in biocyc",P, 
1291,MJ1166,"tungsten formylmethanofuran dehydrogenase, subunit F",1106732,1107796,1.2.99.5, , ,MJ_RS06235,4Fe-4S binding protein, ,1106727,1107794,"EC number has changed to EC 1.2.7.12, important variation in annotations, 2005 -> ""2Fe-2S cluster"", biocyc -> ""4Fe-4S cluster"", no subunit info in biocyc",P, 
1292,MJ1167,"tungsten formylmethanofuran dehydrogenase, subunit G",1107847,1108092,1.2.99.5, , ,MJ_RS06240,4Fe-4S binding protein, ,1107842,1108090,"EC number has changed to EC 1.2.7.12, important variation in annotations, 2005 -> ""2Fe-2S cluster"", biocyc -> ""4Fe-4S cluster"", no subunit info in biocyc",P, 
1305,MJ1179,glycerol-3-phosphate cytidylyltransferase,1118841,1119287,2.7.7.39, , ,MJ_RS06300,FAD synthase,ribL,1118836,1119285,"same catalytic activity (transferase), different substrate, EC 2.7.7.39 does not correspond to ribL",P, 
1313,MJ1188,similar to endonuclease >> family with AF2428/MTH1489/MTH247/MJ1614/MJ1311,1127004,1126240, , , ,MJ_RS06335,sugar phosphate isomerase/epimerase, ,1126232,1127041,"swap with MJ1187, opposite strand, different catalytic activity",P, 
1316,MJ1190,"heterodisulfide reductase, subunit A",1129981,1131360, , , ,MJ_RS06350,CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein, ,1129385,1131358,"596 nucleotides difference, same catalytic activity (oxidoreductase), ""4Fe-4S cluster"", ""metal ion binding"" in both annotations, no subunit info in biocyc, variation in annotations",P, 
1317,MJ1190.1,"methylviologen-reducing hydrogenase, subunit delta",1131648,1131782, , , ,MJ_RS06355,hydrogenase iron-sulfur subunit, ,1131666,1131995,"213 nucleotides difference, same catalytic activity (oxidoreductase), ""metal ion binding"" in both annotations, difference in subunit info",P, 
1320,MJ1192.1,"methylviologen-reducing hydrogenase, subunit",1134311,1134409, , , ,MJ_RS06370,methylviologen-reducing hydrogenase subunit alpha, ,1134329,1134481,"72 nucleotides difference, same catalytic activity (ferredoxin hydrogenase), ""nickel cation binding"" in both annotations, no subunit info in 2005",P, 
1326,MJ1198,hypothetical zinc-finger protein >> family with PH0340/MTH763/AF1337,1142325,1144607, , , ,MJ_RS06400,DHH family phosphoesterase, ,1142320,1144605,important variation in annotations,P, 
1337,MJ1207,protease synthase and sporulation negative regulatory protein,1150579,1151256, , , ,MJ_RS06455,GNAT family N-acetyltransferase, ,1150574,1151254,different catalytic activity,P, 
1410,MJ1272,putative 6-pyruvoyl tetrahydrobiopterin synthase >> family with MTH1228/PH1939/AF0440/PH0634,1216147,1216635,4.6.1.10, , ,MJ_RS06805,6-carboxytetrahydropterin synthase, ,1216142,1216633,"same catalytic activity (lyase), different substrate",P, 
1453,MJ1309,NADH-ubiquinone oxidoreductase subunit 2,1255888,1254461,1.6.5.3, , ,MJ_RS07000,energy conserving hydrogenase EhbF,ehbF,1254451,1255896,"opposite strand, EC number has changed to EC 7.1.1.2, important variation in annotations",P, 
1454,MJ1310,NADH-ubiquinone oxidoreductase subunit 1 # Na/H antiporter system ORF3,1256306,1255944,1.6.5.3, , ,MJ_RS07005,cationproton antiporter subunit C, ,1255934,1256290,"opposite strand, EC number has changed to EC 7.1.1.2, important variation in annotations",P, 
1455,MJ1311,similar to endonuclease IV >> family with MJ1614/MJ1188,1256450,1257289,3.1.21.2, , ,MJ_RS07010,sugar phosphate isomerase/epimerase, ,1256452,1257285,important variation in annotations,P, 
1459,MJ1315,hypothetical ATP-binding protein-[Homo sapiens] >> family with PH0197/AF2049 (some similarity to signal recognition particle 54),1260512,1261591, , , ,MJ_RS07030,polyhydroxyalkanoate depolymerase, ,1260514,1261587,important variation in annotations,P, 
1467,MJ1322,purine NTPase Sulfolobus acidocaldarius,1273346,1270380, , , ,MJ_RS07065,SMC family ATPase, ,1270370,1273387,"opposite strand, important variation in annotations",P, 
1483,MJ1336,ADP-heptose synthase # similar to central region of ADP-heptose synthase,1284841,1285284, , , ,MJ_RS07145,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase, ,1284801,1285344,"60 nucleotides difference, bifunctional protein in biocyc, important variation in annotations",PSEUDO, 
1495,MJ1347,similar to trans-regulatory protein ExsB (probable regulator of succinoglycan biosynthesis),1294379,1295083, , , ,MJ_RS07200,7-cyano-7-deazaguanine synthase QueC,queC,1294381,1295079,important variation in annotations,P, 
1499,MJ1351,"glutamate synthase (NADPH), subunit alpha",1299870,1298356,1.4.1.13, , ,MJ_RS07220,alpha-hydroxy-acid oxidizing protein, ,1298346,1299878,"opposite strand, same catalytic activity (oxidoreductase), different substrate, no subunit info in biocyc",P, 
1536,MJ1384,similar to NADH dehydrogenase # trifolitoxin processing protein TFXB,1333179,1332598,1.6.99.3, , ,MJ_RS07405,SagB/ThcOx family dehydrogenase, ,1332588,1333172,"opposite strand, EC number has changed to EC 7.1.1.2, different catalytic activity",P, 
1544,MJ1391,putative aspartate aminotransferase >> family with MJ0955/MJ0684/MJ0001,1339783,1338530,2.6.1.1, , ,MJ_RS07435,LL-diaminopimelate aminotransferase, ,1338520,1339776,"opposite strand, same catalytic activity (aminotransferase), different substrate",P, 
1553,MJ1399,adenylate kinase -[Mycobacterium leprae],1359925,1359341,2.7.4.3, , ,MJ_RS07480,flagellar hook-basal body complex protein FliE,fliE,1359331,1359924,"opposite strand, important variation in annotations",P, 
1582,MJ1423,similar to vanadium nitrogenase associated protein,1394265,1393210, , , ,MJ_RS07620,"Ni-sirohydrochlorin a,c-diamide reductive cyclase catalytic subunit",cfbD,1393200,1394258,"opposite strand, important variation in annotations",P, 
1586,MJ1427,putative kinase >> family with AF2089/MTH830/PH0227/PH1228/MJ1087,1396652,1397635, , , ,MJ_RS07640,Beta-ribofuranosylaminobenzene 5'-phosphate synthase,MJ1427,1396645,1397631,"different catalytic activity, annotation in biocyc uses MJ_2005 ID",P, 
1590,MJ1431,hypothetical protein # putative Fe-S cluster oxidoreductase >> family with MTH820/AF0798/AF0390/AF0388/ [remote homology with MJ0785/MJ0446],1401324,1402400, , , ,MJ_RS07660,5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase CofH,cofH,1401317,1402396,"different catalytic activity, ""Fe-S cluster"" in both annotations",P, 
1599,MJ1440,similar to homoserine kinase >> family with MJ1104,1407290,1408135,2.7.1.39, , ,MJ_RS07705,shikimate kinase,aroK,1407283,1408131,"same catalytic activity (kinase), different substrate, EC 2.7.1.38 does not correspond to aroK",P, 
1600,MJ1441,magnesium chelatase subunit >> family with MJ0908,1408301,1411960, , , ,MJ_RS07710,cobaltochelatase subunit CobN,cobN,1408276,1411956,"same catalytic activity (ligase), difference in subunit info, important variation in annotations",P, 
1606,MJ1447,similar to D-arabino 3-hexulose 6-phosphate formaldehyde lyase,1415842,1416984, , , ,MJ_RS07740,"bifunctional 5,6,7,8-tetrahydromethanopterin hydro-lyase/3-hexulose-6-phosphate synthase", ,1415835,1416980,"""orotidine-5'-phosphate decarboxylase"" in both annotations, bifunctional protein in biocyc",P, 
1634,MJ1474,hypothetical zinc-finger domain protein >> family with MTH1862/PH0709/AF0385,1445728,1446309, , , ,MJ_RS07880,ribonuclease VapC, ,1445802,1446305,"74 nucleotides difference, important variation in annotations",P, 
1652,MJ1490,dihydroorotase,1464331,1465599,3.5.2.3, , ,MJ_RS07965,amidohydrolase family protein, ,1464324,1465595,"same catalytic activity (hydrolase), different substrate?",P, 
1664,MJ1502,similar to glycosulphatase,1474575,1473625, , , ,MJ_RS08025,ribonuclease Z,rnz,1473615,1474559,"opposite strand, important variation in annotations, different catalytic activity?",P, 
1684,MJ1520,similar to bacteriochlorophyll synthase subunit >> family with MJ0532,1498818,1497658, , , ,MJ_RS08125,geranylgeranyl reductase family protein, ,1497648,1498811,"opposite strand, different catalytic activity, same biological process (bacteriochlorophyll biosynthesis)",P, 
1686,MJ1522,precorrin-6Y methylase,1500322,1500954,2.1.1.-, , ,MJ_RS08135,cobalt-precorrin-7 (C(5))-methyltransferase,cbiE,1500315,1500950,"same catalytic activity (methyltransferase), same biological process (cobalamin biosynthesis), different substrate",P, 
1694,MJ1530,"N-terminal acetyltransferase complex, subunit ARD1",1507108,1507575,2.3.1.-, , ,MJ_RS08175,ribosomal protein S18-alanine N-acetyltransferase,rimI,1507101,1507571,"important variation in annotations, same catalytic activity (acyltransferase), no subunit info in biocyc, different substrate?",P, 
1695,MJ1531,"similar to type I restriction enzyme CfrI, specificity subunit >> family with MJ0130/MJECL41/MJ1218",1507575,1508846,3.1.21.3, , ,MJ_RS08180,restriction endonuclease subunit S, ,1507577,1508842,"same catalytic activity (nuclease), ""DNA-binding"" in both annotations, variation in annotations, difference in subunit info",P, 
1697,MJ1533,similar to general secretion pathway protein E # mannose-sensitive hemagglutinin E >> family with PH1123/MTH246/AF1951,1511522,1509612, , , ,MJ_RS08190,Flp pilus assembly complex ATPase component TadA,tadA,1509602,1511515,"opposite strand, important variation in annotations",P, 
1702,MJ1538,polynucleotide kinase,1515905,1516648,2.7.1.-, , ,MJ_RS08215,L-seryl-tRNA(Sec) kinase,pstK,1515898,1516644,"same catalytic activity (kinase), different substrate, different biological process",P, 
1705,MJ1541,N-ethylammeline chlorohydrolase,1518730,1517471, , , ,MJ_RS08230,5'-deoxyadenosine deaminase,dadD,1517461,1518723,"opposite strand, same catalytic activity (hydrolase), important variation in annotations",P, 
1710,MJ1546,acyl carrier protein synthase,1524608,1525642,2.7.8.7, , ,MJ_RS08255,hydroxymethylglutaryl-CoA synthase, ,1524601,1525638,"important variation in annotations, different catalytic activity",P, 
1713,MJ1549,similar to acetyl-CoA synthase,1526429,1527604,6.2.1.1, , ,MJ_RS08270,thiolase domain-containing protein, ,1526422,1527600,important variation in annotations,P, 
1752,MJ1585,similar to dehydrin >> family with MJ0400,1559173,1558256, , , ,MJ_RS08455,aldolase, ,1558246,1559166,"opposite strand, different molecular function",P, 
1753,MJ1586,hypothetical protein /belongs to the YKL151C/YJEF family >> family with PH1950/MTH1256/AF0851,1559221,1560693, , , ,MJ_RS08460,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase, ,1559253,1560689,"bifunctional protein in biocyc, ""YKL151C"", ""YJEF"" in both annotations, variation in annotations",P, 
1769,MJ1601,C-terminal of homoserine dehydrogenase (HDH) >> family with AF0934/MTH416,1573540,1574019,1.1.1.3, , ,MJ_RS08530,ACT domain-containing protein, ,1573533,1574015,important variation in annotations,P, 
1774,MJ1606,glycogen (starch) synthase,1581546,1579984,2.4.1.11, , ,MJ_RS08555,glycogen synthase,glgA,1579974,1581539,"opposite strand, same catalytic activity (glycosyltransferase), different substrate (2005 -> UDP-alpha-D-glucose, biocyc -> ADP-alpha-D-glucose), EC 2.4.1.11 does not correspond to glgA",P, 
1780,MJ1612,BcpC phosphonopyruvate decarboxylase >> family with MJ0010,1587809,1589041, , , ,MJ_RS08585,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",apgM1,1587802,1589037,different catalytic activity,P, 
1782,MJ1614,similar to endonuclease >> family with MJ1311/MJ1188/MJ0008,1590583,1589831, , , ,MJ_RS08595,sugar phosphate isomerase/epimerase, ,1589821,1590576,"opposite strand, important variation in annotations, different catalytic activity?",P, 
1787,MJ1619,bifunctional protein birA (biotin operon repressor/biotin--acetyl-CoA carboxylase synthetase),1594496,1593786,6.3.4.15, , ,MJ_RS08620,biotin--[acetyl-CoA-carboxylase] ligase, ,1593776,1594489,"opposite strand, bifunctional protein in 2005, ""biotin--protein ligase"" in both annotations, ""biotin operon repressor"" only in 2005",P, 
1813,MJ1645,similar to pyruvate formate-lyase activating enzyme >> family with MJ1227,1627687,1628415, , , ,MJ_RS08755,7-carboxy-7-deazaguanine synthase QueE,queE,1627680,1628411,"important variation in annotations, different catalytic activity",P, 
1825,MJ1656,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",1638663,1639373,4.1.1.68, , ,MJ_RS08810,fumarylacetoacetate hydrolase family protein, ,1638743,1639369,"80 nucleotides difference, important variation in annotations, different catalytic activity?",P, 
1830,MJ1661,similar to hisH amidotransferase,1644086,1643529,2.4.2.-, , ,MJ_RS08835,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,pdxT,1643519,1644079,"opposite strand, important variation in annotations, different catalytic activity?",P, 
1844,MJ1675,pseudouridylate synthase I,1658654,1659430,4.2.1.70, , ,MJ_RS08900,tRNA pseudouridine(38-40) synthase TruA,truA,1658647,1659426,"different catalytic activity, different substrate, EC 4.2.1.70 does not correspond to truA",P, 
143,MJ0130,similar to restriction modification system S subunit >> family with MJECL41/MJ1531/MJ1218,126456,125182,3.1.21.3, , ,MJ_RS09275,restriction endonuclease subunit S, ,125178,125486,"2005 one product, biocyc two products, possibly same annotation",P, 
144,MJ0130,similar to restriction modification system S subunit >> family with MJECL41/MJ1531/MJ1218,126456,125182,3.1.21.3, , ,MJ_RS09435,restriction endonuclease subunit S, ,125423,126454,"2005 one product, biocyc two products, possibly same annotation",P, 
477,MJ0434,hypothetical protein-[Synechocystis sp.]>> family with MJ0125/MJ0127/MJ1216/MJ1380,389342,388677, , , ,MJ_RS09620,gamma-glutamylcyclotransferase, ,388671,389015,"2005 one product, biocyc two products, functional annotation in biocyc",P, 
649,MJ0594,hypothetical protein >> family with AF1106/MTH680,526888,527394, , , ,MJ_RS03130,DNA-directed RNA polymerase subunit P, ,526743,526883,"2005 one product (hypothetical), biocyc two products (functional annotation)",P, 
916,MJ0832,"anaerobic ribonucleoside-triphosphate reductase [+Intein aa 337-790, 1058-1591]",752510,757759,1.17.4.2, , ,MJ_RS04440,anaerobic ribonucleoside-triphosphate reductase, ,752507,753619,"2005 one product, biocyc five products, possibly same function",PSEUDO, 
919,MJ0832,"anaerobic ribonucleoside-triphosphate reductase [+Intein aa 337-790, 1058-1591]",752510,757759,1.17.4.2, , ,MJ_RS04445,anaerobic ribonucleoside-triphosphate reductase, ,754880,755683,"2005 one product, biocyc five products, possibly same function",PSEUDO, 
1171,MJ1055.1,similar to N-terminus of asparagine synthetase,994645,995571,6.3.5.4, , ,MJ_RS05660,asparagine synthase (glutamine-hydrolyzing),asnB,994645,996536,"2005 three products, biocyc one product, probably same annotation, EC 6.3.5.4 corresponds to asnB",PSEUDO, 
1172,MJ1056,similar to central region of asparagine synthetase >> family with MJ1116,995672,996193,6.3.5.4, , ,MJ_RS05660,asparagine synthase (glutamine-hydrolyzing),asnB,994645,996536,"2005 three products, biocyc one product, probably same annotation, EC 6.3.5.4 corresponds to asnB",PSEUDO, 
1173,MJ1056.1,similar to C-terminus of asparagine synthetase,996172,996537,6.3.5.4, , ,MJ_RS05660,asparagine synthase (glutamine-hydrolyzing),asnB,994645,996536,"2005 three products, biocyc one product, probably same annotation, EC 6.3.5.4 corresponds to asnB",PSEUDO, 
1231,MJ1111,similar to the C-terminus of tRNA nucleotidyltransferase,1053663,1052542,2.7.7.56, , ,MJ_RS05945,CCA tRNA nucleotidyltransferase, ,1052535,1053884,"2005 two products, biocyc one product, possibly same function",P, 
1232,MJ1112,similar to the N-terminus of tRNA nucleotidyltransferase,1053889,1053647,2.7.7.56, , ,MJ_RS05945,CCA tRNA nucleotidyltransferase, ,1052535,1053884,"2005 two products, biocyc one product, possibly same function",P, 
1435,MJ1292,hypothetical protein >> family with MJ0903,1238659,1240317, , , ,MJ_RS09365,hypothetical protein, ,1238659,1241864,"2005 three products, biocyc one product",PSEUDO, 
1436,MJ1292.1,unknown,1240409,1241122, , , ,MJ_RS09365,hypothetical protein, ,1238659,1241864,"2005 three products, biocyc one product",PSEUDO, 
1437,MJ1293,unknown,1241176,1241868, , , ,MJ_RS09365,hypothetical protein, ,1238659,1241864,"2005 three products, biocyc one product",PSEUDO, 
1679,MJ1516.1,unknown,1491468,1491935, , , ,MJ_RS08100,hypothetical protein, ,1491490,1491735,"2005 one product, biocyc two products, annotation absence in both",P, 
1680,MJ1516.1,unknown,1491468,1491935, , , ,MJ_RS08105,hypothetical protein, ,1491751,1492023,"2005 one product, biocyc two products, annotation absence in both",P, 
1754,MJ1587,hypothetical protein >> family with MTH1478/AF0505/MJ0417,1560754,1561266, , , ,MJ_RS08465,PHP domain-containing protein, ,1560747,1561617,"2005 two products, biocyc one product,",PSEUDO, 
1755,MJ1588,unknown,1561286,1561621, , , ,MJ_RS08465,PHP domain-containing protein, ,1560747,1561617,"2005 two products, biocyc one product",PSEUDO, 
1,MJ0001,aspartate aminotransferase >> family with MJ0955/MJ0684/MJ1391,3343,2219,2.6.1.1, , ,MJ_RS00005,pyridoxal phosphate-dependent aminotransferase, ,2216,3343,opposite strand ,P, 
16,MJ0014,hypothetical protein-[Mycobacterium tuberculosis] [some homology to resolvase],15389,14820, , , ,MJ_RS00070,IS607 family transposase, ,14817,15449,opposite strand,P, 
21,MJ0017,similar to transposase >> family with MJ1466,16806,17447, , , ,MJ_RS00085,IS6 family transposase, ,16806,17450, ,P, 
22,MJ0018,hypothetical integral membrane protein,17718,19229, , , ,MJ_RS00090,class III signal peptide-containing protein, ,17658,19232,"hypothetical in 2005, similar annotation in biocyc",P, 
25,MJ0021,similar to pyruvate formate lyase,22762,23886, , , ,MJ_RS00105,radical SAM protein, ,22762,23889,https//dx.doi.org/10.1021%2Fcr4004709,P, 
26,MJ0022,cobalamin biosynthesis protein cbiD >> family,24003,25088, , , ,MJ_RS00110,cobalamin biosynthesis protein CbiD,cbiD,24003,25091, ,P, 
29,MJ0025,RNA 3'-terminal phosphate cyclase,27122,26109,6.5.1.4, , ,MJ_RS00125,RNA 3'-terminal phosphate cyclase,rtcA,26106,27122,opposite strand,P, 
32,MJ0028,thiamine monphosphate kinase >> family,29473,28517, , , ,MJ_RS00140,thiamine-phosphate kinase,thiL,28514,29473,opposite strand,P, 
33,MJ0029,"coenzyme F420-reducing hydrogenase, alpha subunit >> family with MJ1192",29853,31007,1.12.99.1, , ,MJ_RS00145,coenzyme F420 hydrogenase subunit alpha,frhA,29853,31085,"EC number has changed to EC 1.12.98.1, !?possible operon?!",P, 
34,MJ0030,coenzyme F420 hydrogenase delta subunit >> family with MJ0253,31255,31803, , , ,MJ_RS00150,"coenzyme F420-reducing hydrogenase, FrhD protein",frhD,31267,31806,!?possible operon?!,P, 
35,MJ0031,coenzyme F420-reducing hydrogenase subunit gamma >> family with MJ1191/MJ0726,31808,32488,1.12.99.1, , ,MJ_RS00155,coenzyme F420 hydrogenase subunit gamma,frhG,31808,32491,"EC number has changed to EC 1.12.98.1, !?possible operon?!",P, 
36,MJ0032,coenzyme F420-reducing hydrogenase subunit beta >> family with MJ1349/MJ0725/MJ0870,32526,33371,1.12.99.1, , ,MJ_RS00160,coenzyme F420 hydrogenase subunit beta,frhB,32526,33374,"EC number has changed to EC 1.12.98.1, !?possible operon?!",P, 
37,MJ0033,"succinate/fumarate dehydrogenase, flavoprotein subunit",33629,35245,1.3.99.1, , ,MJ_RS00165,fumarate reductase subunit A, ,33629,35248,"EC number has been deleted, biocyc annotation corresponds to EC 1.3.5.4",P, 
39,MJ0035,similar to ABC transporter subunit,37629,36532, , , ,MJ_RS00175,ABC transporter ATP-binding protein, ,36529,37269,"opposite strand, 360 nucleotides difference or misspelling",P, 
40,MJ0036,SSU ribosomal protein S15P,37551,38009, , , ,MJ_RS00180,30S ribosomal protein S15,rps15,37551,38012, ,P, 
44,MJ0040,LSU ribosomal protein L21E,40394,40101, , , ,MJ_RS00200,50S ribosomal protein L21e,rpl21e,40098,40394,opposite strand,P, 
50,MJ0046,putative N-methyltransferase,47348,46569, , , ,MJ_RS00230,RlmF-related methyltransferase, ,46566,47351,"opposite strand, hypothesis of 2005 in agreement with biocyc",P, 
